age,gender,height,weight,activity_level,food_pref,bmi,category
45,Female,165,107,4,Vegan,39.3,Obese
29,Male,178,67,1,Veg,21.15,Normal
68,Female,190,89,2,Veg,24.65,Normal
39,Male,159,51,1,Veg,20.17,Normal
63,Male,162,90,2,Veg,34.29,Obese
40,Male,193,105,3,Non-Veg,28.19,Overweight
29,Female,162,110,2,Vegan,41.91,Obese
29,Male,163,74,1,Non-Veg,27.85,Overweight
60,Female,168,75,3,Non-Veg,26.57,Overweight
60,Male,153,95,1,Vegan,40.58,Obese
59,Male,186,111,4,Non-Veg,32.08,Obese
57,Female,188,63,2,Vegan,17.82,Underweight
49,Male,170,109,2,Vegan,37.72,Obese
40,Male,180,56,1,Non-Veg,17.28,Underweight
22,Male,169,107,2,Non-Veg,37.46,Obese
26,Male,179,60,1,Veg,18.73,Normal
46,Male,186,66,2,Veg,19.08,Normal
36,Male,173,104,2,Non-Veg,34.75,Obese
20,Female,194,94,2,Vegan,24.98,Normal
54,Male,181,108,1,Non-Veg,32.97,Obese
49,Female,196,96,3,Vegan,24.99,Normal
54,Male,190,101,1,Veg,27.98,Overweight
63,Male,189,90,4,Non-Veg,25.2,Overweight
57,Female,168,53,1,Veg,18.78,Normal
42,Female,168,74,4,Vegan,26.22,Overweight
35,Female,170,75,1,Vegan,25.95,Overweight
48,Male,157,109,2,Vegan,44.22,Obese
24,Female,168,61,3,Vegan,21.61,Normal
58,Male,160,85,2,Non-Veg,33.2,Obese
69,Female,153,119,3,Veg,50.84,Obese
69,Male,171,81,4,Vegan,27.7,Overweight
61,Female,190,97,1,Non-Veg,26.87,Overweight
69,Male,152,57,4,Non-Veg,24.67,Normal
28,Male,170,51,1,Non-Veg,17.65,Underweight
50,Male,162,109,2,Veg,41.53,Obese
30,Female,186,74,1,Veg,21.39,Normal
54,Male,156,58,2,Vegan,23.83,Normal
23,Female,165,90,3,Non-Veg,33.06,Obese
25,Female,152,48,4,Veg,20.78,Normal
51,Male,158,107,4,Non-Veg,42.86,Obese
27,Female,193,92,3,Non-Veg,24.7,Normal
41,Male,173,102,1,Non-Veg,34.08,Obese
51,Female,161,79,3,Veg,30.48,Obese
57,Male,155,109,2,Veg,45.37,Obese
55,Male,177,66,3,Vegan,21.07,Normal
49,Male,162,71,2,Non-Veg,27.05,Overweight
30,Female,163,55,3,Non-Veg,20.7,Normal
39,Female,166,95,4,Non-Veg,34.48,Obese
59,Male,178,50,2,Veg,15.78,Underweight
21,Male,194,118,3,Vegan,31.35,Obese
52,Male,157,103,1,Veg,41.79,Obese
46,Female,179,101,4,Veg,31.52,Obese
48,Male,180,108,4,Vegan,33.33,Obese
23,Female,156,119,2,Veg,48.9,Obese
64,Male,161,57,4,Non-Veg,21.99,Normal
46,Male,178,75,1,Vegan,23.67,Normal
19,Male,157,106,1,Veg,43.0,Obese
57,Male,198,76,2,Vegan,19.39,Normal
40,Female,162,98,4,Veg,37.34,Obese
56,Male,199,58,1,Veg,14.65,Underweight
51,Male,197,54,2,Veg,13.91,Underweight
54,Male,175,57,4,Non-Veg,18.61,Normal
48,Male,181,60,3,Veg,18.31,Underweight
39,Female,193,84,1,Veg,22.55,Normal
31,Female,192,107,4,Vegan,29.03,Overweight
61,Female,158,109,3,Veg,43.66,Obese
23,Female,159,77,4,Non-Veg,30.46,Obese
36,Male,151,62,2,Veg,27.19,Overweight
18,Male,191,89,2,Vegan,24.4,Normal
19,Female,185,45,3,Vegan,13.15,Underweight
43,Male,191,45,3,Non-Veg,12.34,Underweight
31,Female,156,67,3,Non-Veg,27.53,Overweight
53,Male,151,83,3,Non-Veg,36.4,Obese
36,Female,156,111,3,Vegan,45.61,Obese
22,Female,163,105,4,Vegan,39.52,Obese
24,Female,195,116,2,Non-Veg,30.51,Obese
31,Male,187,113,1,Veg,32.31,Obese
37,Male,160,70,4,Vegan,27.34,Overweight
23,Female,192,89,3,Veg,24.14,Normal
27,Female,173,90,1,Veg,30.07,Obese
49,Male,183,49,3,Veg,14.63,Underweight
65,Female,183,60,1,Veg,17.92,Underweight
25,Male,195,69,2,Vegan,18.15,Underweight
51,Male,179,78,4,Veg,24.34,Normal
46,Male,151,101,3,Vegan,44.3,Obese
63,Male,157,62,2,Non-Veg,25.15,Overweight
35,Male,190,60,1,Non-Veg,16.62,Underweight
59,Female,193,52,3,Veg,13.96,Underweight
36,Male,189,95,1,Non-Veg,26.6,Overweight
34,Female,193,103,3,Non-Veg,27.65,Overweight
33,Female,186,67,1,Vegan,19.37,Normal
34,Male,176,96,2,Veg,30.99,Obese
36,Male,184,57,2,Vegan,16.84,Underweight
62,Female,195,96,3,Veg,25.25,Overweight
31,Male,159,107,3,Non-Veg,42.32,Obese
42,Female,177,46,3,Veg,14.68,Underweight
69,Female,162,47,3,Veg,17.91,Underweight
50,Male,173,116,3,Non-Veg,38.76,Obese
50,Female,171,54,1,Non-Veg,18.47,Underweight
60,Male,158,104,3,Vegan,41.66,Obese
47,Male,153,65,3,Veg,27.77,Overweight
24,Female,172,102,3,Vegan,34.48,Obese
22,Female,150,103,4,Non-Veg,45.78,Obese
41,Male,182,54,3,Veg,16.3,Underweight
49,Male,171,60,4,Non-Veg,20.52,Normal
31,Male,168,78,4,Veg,27.64,Overweight
56,Female,177,84,4,Non-Veg,26.81,Overweight
68,Female,177,112,4,Veg,35.75,Obese
29,Female,198,80,2,Non-Veg,20.41,Normal
43,Female,158,113,1,Veg,45.27,Obese
51,Female,156,64,2,Non-Veg,26.3,Overweight
28,Male,152,103,2,Vegan,44.58,Obese
32,Male,197,96,3,Veg,24.74,Normal
51,Male,194,60,1,Vegan,15.94,Underweight
64,Female,192,108,2,Veg,29.3,Overweight
58,Female,171,98,1,Veg,33.51,Obese
54,Female,188,85,4,Vegan,24.05,Normal
34,Male,189,66,1,Veg,18.48,Underweight
46,Female,167,93,3,Non-Veg,33.35,Obese
36,Male,172,116,1,Veg,39.21,Obese
43,Male,177,83,1,Vegan,26.49,Overweight
46,Female,169,118,2,Veg,41.32,Obese
42,Male,153,48,1,Vegan,20.5,Normal
43,Male,175,115,4,Vegan,37.55,Obese
69,Male,181,53,2,Veg,16.18,Underweight
61,Male,181,74,4,Non-Veg,22.59,Normal
19,Female,162,68,2,Veg,25.91,Overweight
39,Female,150,87,3,Non-Veg,38.67,Obese
51,Female,182,112,2,Non-Veg,33.81,Obese
69,Female,169,115,3,Non-Veg,40.26,Obese
46,Male,183,59,1,Veg,17.62,Underweight
34,Female,169,105,1,Veg,36.76,Obese
61,Female,196,81,3,Vegan,21.08,Normal
31,Female,170,105,2,Non-Veg,36.33,Obese
39,Female,179,119,2,Veg,37.14,Obese
42,Female,163,110,2,Veg,41.4,Obese
20,Female,167,98,4,Veg,35.14,Obese
36,Female,177,48,3,Vegan,15.32,Underweight
32,Female,150,60,2,Veg,26.67,Overweight
34,Male,154,102,3,Veg,43.01,Obese
61,Female,179,112,3,Veg,34.96,Obese
38,Female,173,97,3,Vegan,32.41,Obese
55,Female,161,94,4,Vegan,36.26,Obese
36,Female,189,85,1,Veg,23.8,Normal
23,Male,152,77,3,Non-Veg,33.33,Obese
38,Female,150,61,1,Non-Veg,27.11,Overweight
43,Female,183,57,4,Veg,17.02,Underweight
30,Female,174,106,3,Non-Veg,35.01,Obese
38,Female,179,119,4,Veg,37.14,Obese
64,Female,158,76,3,Veg,30.44,Obese
41,Male,157,45,3,Vegan,18.26,Underweight
50,Female,150,82,1,Vegan,36.44,Obese
55,Male,159,118,2,Non-Veg,46.68,Obese
41,Male,177,66,1,Veg,21.07,Normal
53,Female,192,76,3,Vegan,20.62,Normal
36,Female,150,113,1,Veg,50.22,Obese
68,Male,185,114,4,Vegan,33.31,Obese
53,Female,182,68,3,Veg,20.53,Normal
28,Male,172,77,1,Non-Veg,26.03,Overweight
64,Female,178,75,1,Non-Veg,23.67,Normal
35,Female,155,96,4,Veg,39.96,Obese
64,Female,179,112,4,Non-Veg,34.96,Obese
60,Male,158,113,1,Vegan,45.27,Obese
52,Male,153,118,3,Veg,50.41,Obese
55,Female,198,68,3,Veg,17.35,Underweight
58,Male,168,46,3,Vegan,16.3,Underweight
52,Male,191,105,3,Non-Veg,28.78,Overweight
52,Male,174,110,1,Vegan,36.33,Obese
37,Male,155,99,4,Vegan,41.21,Obese
38,Male,195,79,4,Non-Veg,20.78,Normal
21,Male,165,111,3,Non-Veg,40.77,Obese
18,Female,150,51,4,Veg,22.67,Normal
38,Female,167,76,1,Veg,27.25,Overweight
27,Male,198,77,1,Vegan,19.64,Normal
21,Female,172,97,4,Non-Veg,32.79,Obese
27,Female,188,80,2,Non-Veg,22.63,Normal
33,Male,186,85,3,Veg,24.57,Normal
25,Female,169,62,4,Non-Veg,21.71,Normal
20,Female,196,62,4,Vegan,16.14,Underweight
52,Female,175,105,4,Vegan,34.29,Obese
44,Female,161,49,4,Vegan,18.9,Normal
39,Male,164,89,1,Vegan,33.09,Obese
43,Male,162,47,1,Non-Veg,17.91,Underweight
45,Male,185,50,3,Non-Veg,14.61,Underweight
51,Male,152,90,2,Non-Veg,38.95,Obese
46,Female,178,113,2,Non-Veg,35.66,Obese
26,Female,170,54,2,Vegan,18.69,Normal
21,Female,195,96,2,Non-Veg,25.25,Overweight
52,Male,188,77,4,Vegan,21.79,Normal
50,Female,195,58,2,Vegan,15.25,Underweight
59,Male,162,98,1,Vegan,37.34,Obese
49,Male,163,119,2,Non-Veg,44.79,Obese
61,Male,166,92,3,Veg,33.39,Obese
22,Female,187,62,2,Vegan,17.73,Underweight
54,Female,190,86,1,Veg,23.82,Normal
43,Male,161,85,3,Non-Veg,32.79,Obese
18,Male,182,99,1,Veg,29.89,Overweight
62,Male,157,74,1,Non-Veg,30.02,Obese
62,Female,184,89,3,Veg,26.29,Overweight
68,Female,168,94,1,Non-Veg,33.3,Obese
68,Male,180,80,4,Vegan,24.69,Normal
24,Female,165,103,4,Veg,37.83,Obese
64,Male,185,69,1,Vegan,20.16,Normal
24,Female,190,110,4,Vegan,30.47,Obese
35,Male,150,107,3,Vegan,47.56,Obese
38,Female,179,55,2,Vegan,17.17,Underweight
42,Male,179,89,4,Vegan,27.78,Overweight
25,Female,153,94,3,Vegan,40.16,Obese
48,Male,185,117,3,Veg,34.19,Obese
68,Male,174,55,4,Vegan,18.17,Underweight
66,Male,175,97,2,Non-Veg,31.67,Obese
48,Male,185,54,2,Veg,15.78,Underweight
61,Female,158,53,3,Non-Veg,21.23,Normal
41,Female,169,60,1,Vegan,21.01,Normal
52,Male,181,97,4,Vegan,29.61,Overweight
57,Female,157,86,1,Veg,34.89,Obese
23,Male,165,113,1,Veg,41.51,Obese
68,Female,155,77,3,Vegan,32.05,Obese
31,Male,154,96,4,Vegan,40.48,Obese
55,Male,172,97,2,Non-Veg,32.79,Obese
51,Male,164,103,2,Veg,38.3,Obese
43,Male,185,91,1,Non-Veg,26.59,Overweight
37,Female,154,54,4,Vegan,22.77,Normal
42,Female,174,74,2,Non-Veg,24.44,Normal
60,Female,179,63,2,Non-Veg,19.66,Normal
37,Male,171,55,2,Non-Veg,18.81,Normal
41,Female,166,72,2,Vegan,26.13,Overweight
53,Male,158,54,1,Non-Veg,21.63,Normal
51,Male,178,87,3,Veg,27.46,Overweight
63,Male,150,65,2,Vegan,28.89,Overweight
26,Female,150,65,2,Non-Veg,28.89,Overweight
21,Male,159,107,3,Veg,42.32,Obese
69,Female,154,73,3,Vegan,30.78,Obese
44,Male,165,60,4,Veg,22.04,Normal
58,Male,154,64,1,Veg,26.99,Overweight
65,Female,197,46,4,Veg,11.85,Underweight
50,Female,184,106,3,Non-Veg,31.31,Obese
34,Female,198,112,3,Veg,28.57,Overweight
50,Female,173,119,1,Vegan,39.76,Obese
66,Female,159,80,3,Vegan,31.64,Obese
35,Male,155,51,2,Veg,21.23,Normal
29,Male,199,107,2,Veg,27.02,Overweight
34,Male,182,117,2,Non-Veg,35.32,Obese
19,Female,158,111,4,Veg,44.46,Obese
41,Male,178,99,4,Non-Veg,31.25,Obese
55,Male,172,112,3,Non-Veg,37.86,Obese
31,Male,196,115,4,Non-Veg,29.94,Overweight
68,Male,151,91,1,Non-Veg,39.91,Obese
55,Female,162,88,4,Non-Veg,33.53,Obese
23,Female,182,67,2,Veg,20.23,Normal
63,Male,172,80,1,Vegan,27.04,Overweight
18,Female,152,58,1,Non-Veg,25.1,Overweight
64,Female,154,95,1,Veg,40.06,Obese
52,Female,189,92,2,Vegan,25.76,Overweight
32,Female,182,54,3,Veg,16.3,Underweight
67,Male,185,48,3,Veg,14.02,Underweight
50,Female,181,53,3,Non-Veg,16.18,Underweight
66,Male,161,66,4,Veg,25.46,Overweight
38,Male,166,100,1,Veg,36.29,Obese
57,Female,167,91,4,Veg,32.63,Obese
44,Female,159,89,3,Non-Veg,35.2,Obese
44,Male,152,77,2,Vegan,33.33,Obese
63,Female,188,77,2,Vegan,21.79,Normal
32,Female,160,82,3,Non-Veg,32.03,Obese
56,Male,150,118,1,Vegan,52.44,Obese
47,Female,157,47,3,Vegan,19.07,Normal
53,Female,191,94,4,Non-Veg,25.77,Overweight
55,Male,198,94,2,Veg,23.98,Normal
56,Female,161,103,4,Non-Veg,39.74,Obese
65,Female,166,93,3,Non-Veg,33.75,Obese
40,Male,158,65,1,Veg,26.04,Overweight
33,Female,177,95,4,Veg,30.32,Obese
63,Female,195,82,4,Veg,21.56,Normal
65,Male,190,103,1,Vegan,28.53,Overweight
27,Female,151,71,4,Non-Veg,31.14,Obese
57,Male,182,50,3,Vegan,15.09,Underweight
35,Male,157,86,1,Veg,34.89,Obese
57,Male,193,67,1,Vegan,17.99,Underweight
30,Female,175,99,3,Non-Veg,32.33,Obese
18,Male,165,81,4,Veg,29.75,Overweight
27,Female,187,88,3,Non-Veg,25.17,Overweight
66,Female,155,103,1,Veg,42.87,Obese
29,Female,189,101,2,Veg,28.27,Overweight
19,Female,191,107,1,Non-Veg,29.33,Overweight
25,Male,152,117,1,Veg,50.64,Obese
48,Male,193,106,3,Veg,28.46,Overweight
25,Male,180,89,1,Veg,27.47,Overweight
48,Male,196,101,2,Vegan,26.29,Overweight
20,Female,179,54,1,Veg,16.85,Underweight
57,Female,161,93,3,Non-Veg,35.88,Obese
28,Male,173,99,1,Vegan,33.08,Obese
26,Female,160,82,4,Non-Veg,32.03,Obese
42,Male,185,94,3,Veg,27.47,Overweight
58,Female,157,111,1,Non-Veg,45.03,Obese
63,Male,166,97,4,Non-Veg,35.2,Obese
32,Male,171,114,3,Vegan,38.99,Obese
61,Female,158,64,1,Vegan,25.64,Overweight
19,Female,171,80,1,Vegan,27.36,Overweight
23,Female,171,118,2,Veg,40.35,Obese
63,Female,169,72,3,Vegan,25.21,Overweight
18,Male,158,53,2,Vegan,21.23,Normal
19,Female,189,102,2,Vegan,28.55,Overweight
30,Male,168,77,2,Veg,27.28,Overweight
29,Male,178,61,4,Veg,19.25,Normal
24,Female,162,49,4,Non-Veg,18.67,Normal
51,Male,156,90,1,Non-Veg,36.98,Obese
45,Female,159,48,3,Veg,18.99,Normal
40,Male,163,105,2,Vegan,39.52,Obese
64,Female,186,47,3,Veg,13.59,Underweight
51,Female,150,52,3,Veg,23.11,Normal
45,Female,176,62,2,Veg,20.02,Normal
23,Male,186,98,3,Veg,28.33,Overweight
38,Female,185,61,2,Vegan,17.82,Underweight
61,Male,151,58,1,Vegan,25.44,Overweight
62,Male,151,63,4,Vegan,27.63,Overweight
61,Male,150,46,4,Vegan,20.44,Normal
19,Female,179,95,2,Vegan,29.65,Overweight
59,Female,162,92,4,Non-Veg,35.06,Obese
25,Female,199,89,1,Vegan,22.47,Normal
56,Female,170,99,4,Veg,34.26,Obese
67,Female,190,114,2,Veg,31.58,Obese
61,Male,176,49,3,Non-Veg,15.82,Underweight
27,Male,177,80,2,Non-Veg,25.54,Overweight
52,Male,184,81,4,Veg,23.92,Normal
28,Female,194,63,4,Non-Veg,16.74,Underweight
62,Female,153,101,2,Veg,43.15,Obese
36,Male,163,88,2,Vegan,33.12,Obese
59,Male,172,108,4,Veg,36.51,Obese
35,Male,198,91,3,Vegan,23.21,Normal
42,Female,155,97,4,Veg,40.37,Obese
52,Male,154,109,4,Vegan,45.96,Obese
64,Male,167,117,1,Vegan,41.95,Obese
21,Female,178,45,2,Veg,14.2,Underweight
18,Male,171,116,4,Non-Veg,39.67,Obese
42,Female,169,75,2,Non-Veg,26.26,Overweight
34,Female,156,103,2,Vegan,42.32,Obese
69,Male,158,98,2,Veg,39.26,Obese
26,Male,186,68,3,Vegan,19.66,Normal
25,Male,195,110,2,Veg,28.93,Overweight
41,Female,165,103,3,Vegan,37.83,Obese
23,Female,181,83,4,Veg,25.34,Overweight
20,Female,190,100,3,Non-Veg,27.7,Overweight
34,Male,183,114,2,Vegan,34.04,Obese
65,Male,197,68,2,Vegan,17.52,Underweight
58,Male,183,102,3,Non-Veg,30.46,Obese
35,Male,173,45,2,Vegan,15.04,Underweight
39,Male,192,52,1,Veg,14.11,Underweight
64,Male,177,90,4,Veg,28.73,Overweight
34,Female,169,118,2,Vegan,41.32,Obese
27,Female,179,69,3,Veg,21.53,Normal
63,Male,192,115,3,Veg,31.2,Obese
20,Male,195,80,2,Non-Veg,21.04,Normal
51,Female,157,99,3,Non-Veg,40.16,Obese
67,Male,186,89,2,Vegan,25.73,Overweight
19,Male,180,106,2,Non-Veg,32.72,Obese
47,Female,196,59,2,Vegan,15.36,Underweight
46,Male,170,53,4,Vegan,18.34,Underweight
32,Female,198,101,4,Vegan,25.76,Overweight
25,Male,168,111,4,Veg,39.33,Obese
53,Male,165,99,2,Veg,36.36,Obese
59,Female,166,92,4,Non-Veg,33.39,Obese
23,Male,163,55,4,Non-Veg,20.7,Normal
22,Male,169,98,3,Non-Veg,34.31,Obese
32,Female,182,74,4,Vegan,22.34,Normal
26,Male,185,92,3,Non-Veg,26.88,Overweight
31,Female,178,94,4,Non-Veg,29.67,Overweight
27,Male,174,71,3,Veg,23.45,Normal
24,Male,165,70,3,Veg,25.71,Overweight
40,Female,151,101,4,Non-Veg,44.3,Obese
49,Male,152,52,3,Non-Veg,22.51,Normal
48,Female,198,64,1,Veg,16.32,Underweight
27,Male,171,50,2,Vegan,17.1,Underweight
51,Male,161,56,3,Veg,21.6,Normal
39,Male,173,62,1,Vegan,20.72,Normal
33,Female,161,93,1,Non-Veg,35.88,Obese
35,Female,197,71,2,Vegan,18.29,Underweight
65,Female,174,78,4,Non-Veg,25.76,Overweight
40,Male,193,80,2,Veg,21.48,Normal
56,Female,194,48,2,Veg,12.75,Underweight
38,Female,188,81,3,Vegan,22.92,Normal
48,Male,166,91,3,Vegan,33.02,Obese
37,Female,162,107,4,Veg,40.77,Obese
58,Male,152,54,1,Veg,23.37,Normal
30,Female,182,46,2,Vegan,13.89,Underweight
58,Female,180,112,2,Vegan,34.57,Obese
54,Male,173,88,2,Vegan,29.4,Overweight
58,Female,191,84,4,Veg,23.03,Normal
37,Female,187,104,2,Vegan,29.74,Overweight
22,Female,181,50,3,Non-Veg,15.26,Underweight
23,Female,163,56,2,Vegan,21.08,Normal
43,Female,157,118,4,Non-Veg,47.87,Obese
25,Male,194,63,1,Vegan,16.74,Underweight
18,Male,178,58,1,Veg,18.31,Underweight
46,Female,176,107,2,Veg,34.54,Obese
46,Male,188,90,4,Non-Veg,25.46,Overweight
64,Male,154,97,4,Non-Veg,40.9,Obese
67,Male,179,104,4,Veg,32.46,Obese
44,Female,191,70,2,Non-Veg,19.19,Normal
37,Female,181,93,4,Non-Veg,28.39,Overweight
24,Male,177,77,2,Vegan,24.58,Normal
37,Male,185,72,3,Non-Veg,21.04,Normal
62,Male,156,105,4,Veg,43.15,Obese
23,Female,186,89,3,Non-Veg,25.73,Overweight
62,Male,178,69,2,Vegan,21.78,Normal
42,Male,194,56,4,Non-Veg,14.88,Underweight
43,Male,166,117,1,Veg,42.46,Obese
35,Male,169,101,1,Non-Veg,35.36,Obese
68,Female,197,60,1,Veg,15.46,Underweight
52,Female,181,82,2,Non-Veg,25.03,Overweight
55,Female,162,91,4,Veg,34.67,Obese
50,Female,152,70,2,Non-Veg,30.3,Obese
21,Female,177,91,2,Non-Veg,29.05,Overweight
51,Female,170,88,3,Veg,30.45,Obese
19,Male,197,103,2,Non-Veg,26.54,Overweight
33,Female,175,60,2,Veg,19.59,Normal
61,Male,191,81,4,Non-Veg,22.2,Normal
54,Female,171,50,2,Veg,17.1,Underweight
55,Male,186,67,1,Veg,19.37,Normal
66,Male,162,76,3,Non-Veg,28.96,Overweight
24,Female,170,50,1,Non-Veg,17.3,Underweight
33,Male,158,91,1,Non-Veg,36.45,Obese
47,Female,191,86,4,Vegan,23.57,Normal
20,Male,152,115,3,Veg,49.77,Obese
20,Male,153,75,2,Non-Veg,32.04,Obese
54,Female,180,107,2,Vegan,33.02,Obese
64,Male,171,118,4,Non-Veg,40.35,Obese
50,Male,195,102,3,Veg,26.82,Overweight
63,Male,181,69,1,Veg,21.06,Normal
34,Female,194,83,2,Non-Veg,22.05,Normal
57,Female,155,111,2,Non-Veg,46.2,Obese
55,Male,152,49,4,Non-Veg,21.21,Normal
51,Male,197,83,4,Veg,21.39,Normal
51,Female,185,51,2,Non-Veg,14.9,Underweight
67,Female,188,78,3,Veg,22.07,Normal
46,Male,153,58,1,Veg,24.78,Normal
56,Female,164,103,3,Vegan,38.3,Obese
53,Female,163,102,2,Veg,38.39,Obese
33,Female,150,109,1,Vegan,48.44,Obese
38,Male,174,54,2,Veg,17.84,Underweight
49,Male,157,70,2,Non-Veg,28.4,Overweight
58,Male,151,114,3,Vegan,50.0,Obese
29,Female,177,63,4,Non-Veg,20.11,Normal
65,Female,160,88,1,Vegan,34.37,Obese
55,Male,192,65,2,Veg,17.63,Underweight
29,Female,195,49,1,Veg,12.89,Underweight
33,Male,186,73,2,Veg,21.1,Normal
23,Male,167,76,4,Non-Veg,27.25,Overweight
64,Male,160,70,4,Vegan,27.34,Overweight
36,Male,194,71,3,Non-Veg,18.86,Normal
37,Male,165,88,1,Vegan,32.32,Obese
47,Female,198,109,1,Veg,27.8,Overweight
47,Female,195,76,2,Vegan,19.99,Normal
68,Female,185,99,3,Veg,28.93,Overweight
37,Male,194,69,4,Veg,18.33,Underweight
66,Male,155,96,4,Vegan,39.96,Obese
21,Female,169,98,1,Veg,34.31,Obese
43,Female,159,67,3,Veg,26.5,Overweight
41,Male,178,102,2,Vegan,32.19,Obese
48,Male,159,75,3,Non-Veg,29.67,Overweight
41,Male,163,78,1,Veg,29.36,Overweight
49,Male,164,52,4,Non-Veg,19.33,Normal
43,Female,179,53,1,Vegan,16.54,Underweight
39,Female,190,62,3,Non-Veg,17.17,Underweight
35,Male,167,56,4,Vegan,20.08,Normal
60,Male,154,50,1,Vegan,21.08,Normal
59,Female,174,112,4,Vegan,36.99,Obese
49,Female,164,86,3,Veg,31.98,Obese
28,Female,194,71,2,Non-Veg,18.86,Normal
43,Female,170,65,4,Veg,22.49,Normal
55,Female,162,117,4,Non-Veg,44.58,Obese
64,Male,197,102,1,Veg,26.28,Overweight
29,Female,161,114,4,Veg,43.98,Obese
69,Male,152,52,2,Vegan,22.51,Normal
58,Female,191,87,1,Veg,23.85,Normal
31,Male,176,48,2,Vegan,15.5,Underweight
50,Male,150,119,1,Non-Veg,52.89,Obese
28,Male,156,110,3,Non-Veg,45.2,Obese
69,Male,196,84,1,Non-Veg,21.87,Normal
68,Male,195,85,1,Veg,22.35,Normal
55,Female,192,52,4,Non-Veg,14.11,Underweight
40,Female,197,96,2,Non-Veg,24.74,Normal
58,Male,154,114,1,Veg,48.07,Obese
42,Female,173,61,2,Non-Veg,20.38,Normal
43,Male,175,47,2,Non-Veg,15.35,Underweight
39,Male,153,82,3,Non-Veg,35.03,Obese
26,Female,180,70,4,Non-Veg,21.6,Normal
45,Male,159,62,3,Veg,24.52,Normal
50,Male,186,66,4,Vegan,19.08,Normal
34,Male,194,107,2,Vegan,28.43,Overweight
39,Male,191,113,2,Veg,30.98,Obese
21,Female,156,84,4,Vegan,34.52,Obese
26,Male,158,67,3,Vegan,26.84,Overweight
34,Female,188,102,2,Vegan,28.86,Overweight
47,Female,189,81,2,Non-Veg,22.68,Normal
23,Female,181,69,3,Veg,21.06,Normal
55,Female,151,49,3,Vegan,21.49,Normal
41,Female,194,88,3,Veg,23.38,Normal
22,Female,151,84,1,Non-Veg,36.84,Obese
66,Female,183,119,4,Vegan,35.53,Obese
26,Female,183,102,3,Veg,30.46,Obese
49,Female,161,76,1,Non-Veg,29.32,Overweight
50,Male,197,53,2,Vegan,13.66,Underweight
68,Female,199,64,3,Vegan,16.16,Underweight
58,Female,184,67,2,Non-Veg,19.79,Normal
65,Male,172,102,1,Veg,34.48,Obese
40,Male,177,108,2,Vegan,34.47,Obese
66,Female,179,70,3,Veg,21.85,Normal
67,Male,185,70,1,Vegan,20.45,Normal
53,Female,158,52,2,Veg,20.83,Normal
40,Female,192,65,2,Veg,17.63,Underweight
51,Male,175,45,4,Veg,14.69,Underweight
58,Male,171,112,4,Non-Veg,38.3,Obese
33,Female,171,109,3,Vegan,37.28,Obese
35,Male,156,89,4,Veg,36.57,Obese
27,Male,150,46,1,Non-Veg,20.44,Normal
49,Male,184,68,2,Non-Veg,20.09,Normal
37,Female,156,94,3,Non-Veg,38.63,Obese
55,Male,198,74,4,Veg,18.88,Normal
48,Female,195,87,2,Veg,22.88,Normal
50,Male,183,98,3,Veg,29.26,Overweight
38,Female,157,95,2,Veg,38.54,Obese
43,Male,179,55,1,Veg,17.17,Underweight
22,Female,162,107,2,Non-Veg,40.77,Obese
42,Female,163,113,3,Non-Veg,42.53,Obese
69,Female,153,56,3,Vegan,23.92,Normal
26,Female,176,50,3,Non-Veg,16.14,Underweight
48,Female,155,77,1,Veg,32.05,Obese
69,Female,170,99,2,Non-Veg,34.26,Obese
63,Female,171,104,4,Vegan,35.57,Obese
64,Male,189,62,2,Veg,17.36,Underweight
55,Male,181,59,1,Non-Veg,18.01,Underweight
43,Female,160,57,1,Non-Veg,22.27,Normal
54,Female,150,83,3,Veg,36.89,Obese
32,Male,155,96,2,Non-Veg,39.96,Obese
48,Female,158,90,3,Veg,36.05,Obese
44,Male,192,45,4,Veg,12.21,Underweight
26,Male,164,53,1,Veg,19.71,Normal
41,Male,159,86,2,Vegan,34.02,Obese
39,Male,186,83,4,Non-Veg,23.99,Normal
27,Female,174,97,4,Veg,32.04,Obese
32,Female,155,96,4,Vegan,39.96,Obese
49,Male,187,46,3,Vegan,13.15,Underweight
53,Male,164,87,2,Veg,32.35,Obese
51,Female,173,118,4,Non-Veg,39.43,Obese
20,Male,186,47,4,Veg,13.59,Underweight
45,Female,193,55,4,Veg,14.77,Underweight
25,Female,164,92,3,Non-Veg,34.21,Obese
45,Male,189,115,2,Non-Veg,32.19,Obese
41,Female,153,99,3,Veg,42.29,Obese
68,Male,196,50,2,Vegan,13.02,Underweight
55,Male,178,64,2,Non-Veg,20.2,Normal
65,Male,199,58,4,Vegan,14.65,Underweight
29,Female,172,116,3,Non-Veg,39.21,Obese
26,Female,180,69,1,Non-Veg,21.3,Normal
46,Female,152,101,4,Non-Veg,43.72,Obese
56,Female,167,119,2,Veg,42.67,Obese
63,Male,194,48,4,Vegan,12.75,Underweight
37,Male,199,109,4,Non-Veg,27.52,Overweight
56,Female,182,62,3,Vegan,18.72,Normal
52,Male,187,91,2,Non-Veg,26.02,Overweight
18,Female,162,99,4,Veg,37.72,Obese
62,Male,153,115,4,Vegan,49.13,Obese
30,Female,193,60,2,Non-Veg,16.11,Underweight
68,Female,180,85,4,Vegan,26.23,Overweight
27,Male,191,74,4,Vegan,20.28,Normal
24,Female,168,83,2,Veg,29.41,Overweight
